president,speech_date,year,title,url,source_file,word_count,self_count,collective_count,self_per_1k,collective_per_1k,self_share,speech_type,is_sotu_series,delivery_mode
Joe Biden,2024-07-24,2024,"July 24, 2024: Statement to the American People",https://millercenter.org/the-presidency/presidential-speeches/july-24-2024-statement-american-people,"Joe_Biden_2024-07-24T20:00:00-04:00_July_24,_2024:_Statement_to_the_American_People.json",1594,75,67,47.05,42.03,0.5282,Other,False,spoken_era
Joe Biden,2024-09-24,2024,"September 24, 2024: Address before the 79th United Nations General Assembly",https://millercenter.org/the-presidency/presidential-speeches/september-24-2024-address-79th-united-nations-general-assembly,"Joe_Biden_2024-09-24T10:12:00-04:00_September_24,_2024:_Address_before_the_79th_United_Nations_General_Assembly.json",3199,84,132,26.26,41.26,0.3889,Other,False,spoken_era
Joe Biden,2025-01-15,2025,"January 15, 2025: Farewell Address",https://millercenter.org/the-presidency/presidential-speeches/january-15-2025-farewell-address,"Joe_Biden_2025-01-15T20:00:00-05:00_January_15,_2025:_Farewell_Address.json",2427,53,110,21.84,45.32,0.3252,Farewell Address,False,spoken_era
John Adams,1797-03-04,1797,"March 4, 1797: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1797-inaugural-address,"John_Adams_1797-03-04T13:03:58-04:56_March_4,_1797:_Inaugural_Address.json",2321,34,14,14.65,6.03,0.7083,Inaugural Address,False,spoken_era
John Adams,1797-05-16,1797,"May 16, 1797: Special Session Message to Congress (XYZ Affair)",https://millercenter.org/the-presidency/presidential-speeches/may-16-1797-special-session-message-congress-xyz-affair,"John_Adams_1797-05-16T13:03:58-04:56_May_16,_1797:_Special_Session_Message_to_Congress_(XYZ_Affair).json",3021,33,58,10.92,19.2,0.3626,Address to Congress,False,spoken_era
John Adams,1797-11-22,1797,"November 22, 1797: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/november-22-1797-first-annual-message,"John_Adams_1797-11-22T13:03:58-04:56_November_22,_1797:_First_Annual_Message.json",2047,21,27,10.26,13.19,0.4375,Annual Message,True,spoken_era
John Adams,1798-03-23,1798,"March 23, 1798: Proclamation of Day of Fasting, Humiliation and Prayer",https://millercenter.org/the-presidency/presidential-speeches/march-23-1798-proclamation-day-fasting-humiliation-and-prayer,"John_Adams_1798-03-23T13:03:58-04:56_March_23,_1798:_Proclamation_of_Day_of_Fasting,_Humiliation_and_Prayer.json",654,5,13,7.65,19.88,0.2778,Other,False,spoken_era
John Adams,1798-12-08,1798,"December 8, 1798: Second Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-8-1798-second-annual-message,"John_Adams_1798-12-08T13:03:58-04:56_December_8,_1798:_Second_Annual_Message.json",2218,14,47,6.31,21.19,0.2295,Annual Message,True,spoken_era
John Adams,1799-12-03,1799,"December 3, 1799: Third Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1799-third-annual-message,"John_Adams_1799-12-03T13:03:58-04:56_December_3,_1799:_Third_Annual_Message.json",1494,20,22,13.39,14.73,0.4762,Annual Message,True,spoken_era
John Adams,1799-12-19,1799,"December 19, 1799: Death of George Washington",https://millercenter.org/the-presidency/presidential-speeches/december-19-1799-death-george-washington,"John_Adams_1799-12-19T13:03:58-04:56_December_19,_1799:_Death_of_George_Washington.json",1251,16,17,12.79,13.59,0.4848,Other,False,spoken_era
John Adams,1800-05-21,1800,"May 21, 1800: Proclamation of Pardons to Those Engaged in Fries Rebellion",https://millercenter.org/the-presidency/presidential-speeches/may-21-1800-proclamation-pardons-those-engaged-fries-rebellion,"John_Adams_1800-05-21T13:03:58-04:56_May_21,_1800:_Proclamation_of_Pardons_to_Those_Engaged_in_Fries_Rebellion.json",288,2,0,6.94,0.0,1.0,Other,False,spoken_era
John Adams,1800-11-22,1800,"November 22, 1800: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/november-22-1800-fourth-annual-message,"John_Adams_1800-11-22T13:03:58-04:56_November_22,_1800:_Fourth_Annual_Message.json",1373,10,33,7.28,24.03,0.2326,Annual Message,True,spoken_era
John F. Kennedy,1960-07-15,1960,"July 15, 1960: Acceptance of the Democratic Party Nomination",https://millercenter.org/the-presidency/presidential-speeches/july-15-1960-acceptance-democratic-party-nomination,"John_F._Kennedy_1960-07-15T13:00:00-04:00_July_15,_1960:_Acceptance_of_the_Democratic_Party_Nomination.json",2549,48,76,18.83,29.82,0.3871,Nomination Acceptance,False,spoken_era
John F. Kennedy,1960-09-12,1960,"September 12, 1960: Address to the Greater Houston Ministerial Association",https://millercenter.org/the-presidency/presidential-speeches/september-12-1960-address-greater-houston-ministerial,"John_F._Kennedy_1960-09-12T13:00:00-04:00_September_12,_1960:_Address_to_the_Greater_Houston_Ministerial_Association.json",1550,74,12,47.74,7.74,0.8605,Other,False,spoken_era
John F. Kennedy,1960-09-26,1960,"September 26, 1960: Debate with Richard Nixon in Chicago",https://millercenter.org/the-presidency/presidential-speeches/september-26-1960-debate-richard-nixon-chicago,"John_F._Kennedy_1960-09-26T13:00:00-04:00_September_26,_1960:_Debate_with_Richard_Nixon_in_Chicago.json",10855,303,285,27.91,26.26,0.5153,Debate,False,spoken_era
John F. Kennedy,1960-10-07,1960,"October 7, 1960: Debate with Richard Nixon in Washington, D.C.",https://millercenter.org/the-presidency/presidential-speeches/october-7-1960-debate-richard-nixon-washington-dc,"John_F._Kennedy_1960-10-07T13:00:00-04:00_October_7,_1960:_Debate_with_Richard_Nixon_in_Washington,_D.C..json",11135,281,358,25.24,32.15,0.4397,Debate,False,spoken_era
John F. Kennedy,1960-10-13,1960,"October 13, 1960: Debate with Richard Nixon in New York and Los Angeles",https://millercenter.org/the-presidency/presidential-speeches/october-13-1960-debate-richard-nixon-new-york-and-los-angeles,"John_F._Kennedy_1960-10-13T13:00:00-04:00_October_13,_1960:_Debate_with_Richard_Nixon_in_New_York_and_Los_Angeles.json",10723,254,265,23.69,24.71,0.4894,Debate,False,spoken_era
John F. Kennedy,1960-10-21,1960,"October 21, 1960: Debate with Richard Nixon in New York",https://millercenter.org/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,"John_F._Kennedy_1960-10-21T13:00:00-04:00_October_21,_1960:_Debate_with_Richard_Nixon_in_New_York.json",10770,214,413,19.87,38.35,0.3413,Debate,False,spoken_era
John F. Kennedy,1961-01-09,1961,"January 9, 1961: ""City Upon a Hill"" Speech",https://millercenter.org/the-presidency/presidential-speeches/january-9-1961-city-upon-hill-speech,"John_F._Kennedy_1961-01-09T13:00:00-05:00_January_9,_1961:_""City_Upon_a_Hill""_Speech.json",904,28,30,30.97,33.19,0.4828,Other,False,spoken_era
John F. Kennedy,1961-01-20,1961,"January 20, 1961: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-20-1961-inaugural-address,"John_F._Kennedy_1961-01-20T13:00:00-05:00_January_20,_1961:_Inaugural_Address.json",1366,8,63,5.86,46.12,0.1127,Inaugural Address,False,spoken_era
John F. Kennedy,1961-01-30,1961,"January 30, 1961: State of the Union",https://millercenter.org/the-presidency/presidential-speeches/january-30-1961-state-union,"John_F._Kennedy_1961-01-30T13:00:00-05:00_January_30,_1961:_State_of_the_Union.json",5252,49,201,9.33,38.27,0.196,State of the Union,True,spoken_era
John F. Kennedy,1961-02-21,1961,"February 21, 1961: Remarks on the Youth Fitness Program",https://millercenter.org/the-presidency/presidential-speeches/february-21-1961-remarks-youth-fitness-program,"John_F._Kennedy_1961-02-21T13:00:00-05:00_February_21,_1961:_Remarks_on_the_Youth_Fitness_Program.json",966,26,42,26.92,43.48,0.3824,Other,False,spoken_era
John F. Kennedy,1961-03-01,1961,"March 1, 1961: Establishment of the Peace Corps",https://millercenter.org/the-presidency/presidential-speeches/march-1-1961-establishment-peace-corps,"John_F._Kennedy_1961-03-01T13:00:00-05:00_March_1,_1961:_Establishment_of_the_Peace_Corps.json",411,2,8,4.87,19.46,0.2,Other,False,spoken_era
John F. Kennedy,1961-03-13,1961,"March 13, 1961: Address to the Diplomatic Corps of Latin America",https://millercenter.org/the-presidency/presidential-speeches/march-13-1961-address-diplomatic-corps-latin-america,"John_F._Kennedy_1961-03-13T13:00:00-05:00_March_13,_1961:_Address_to_the_Diplomatic_Corps_of_Latin_America.json",2470,14,82,5.67,33.2,0.1458,Other,False,spoken_era
John F. Kennedy,1961-04-20,1961,"April 20, 1961: Address to the American Association of Newspaper Editors",https://millercenter.org/the-presidency/presidential-speeches/april-20-1961-address-american-association-newspaper-editors,"John_F._Kennedy_1961-04-20T13:00:00-05:00_April_20,_1961:_Address_to_the_American_Association_of_Newspaper_Editors.json",1523,10,47,6.57,30.86,0.1754,Other,False,spoken_era
John F. Kennedy,1961-04-27,1961,"April 27, 1961: ""President and the Press"" Speech",https://millercenter.org/the-presidency/presidential-speeches/april-27-1961-president-and-press-speech,"John_F._Kennedy_1961-04-27T13:00:00-05:00_April_27,_1961:_""President_and_the_Press""_Speech.json",2439,46,46,18.86,18.86,0.5,Other,False,spoken_era
John F. Kennedy,1961-05-03,1961,"May 3, 1961: Remarks at George Washington",https://millercenter.org/the-presidency/presidential-speeches/may-3-1961-remarks-george-washington,"John_F._Kennedy_1961-05-03T13:00:00-04:00_May_3,_1961:_Remarks_at_George_Washington.json",611,16,10,26.19,16.37,0.6154,Other,False,spoken_era
John F. Kennedy,1961-05-17,1961,"May 17, 1961: Address before the Canadian Parliament",https://millercenter.org/the-presidency/presidential-speeches/may-17-1961-address-canadian-parliament,"John_F._Kennedy_1961-05-17T13:00:00-04:00_May_17,_1961:_Address_before_the_Canadian_Parliament.json",2999,44,133,14.67,44.35,0.2486,Other,False,spoken_era
John F. Kennedy,1961-05-25,1961,"May 25, 1961: The Goal of Sending a Man to the Moon",https://millercenter.org/the-presidency/presidential-speeches/may-25-1961-goal-sending-man-moon,"John_F._Kennedy_1961-05-25T13:00:00-04:00_May_25,_1961:_The_Goal_of_Sending_a_Man_to_the_Moon.json",5856,70,193,11.95,32.96,0.2662,Other,False,spoken_era
John F. Kennedy,1961-06-06,1961,"June 6, 1961: Report to the American People on Returning from Europe",https://millercenter.org/the-presidency/presidential-speeches/june-6-1961-report-american-people-returning-europe,"John_F._Kennedy_1961-06-06T13:00:00-04:00_June_6,_1961:_Report_to_the_American_People_on_Returning_from_Europe.json",6414,122,222,19.02,34.61,0.3547,Other,False,spoken_era
John F. Kennedy,1961-06-07,1961,"June 7, 1961: Remarks to the Graduating Class of the US Naval Academy",https://millercenter.org/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy,"John_F._Kennedy_1961-06-07T13:00:00-04:00_June_7,_1961:_Remarks_to_the_Graduating_Class_of_the_US_Naval_Academy.json",1303,21,20,16.12,15.35,0.5122,Other,False,spoken_era
John F. Kennedy,1961-07-25,1961,"July 25, 1961: Report on the Berlin Crisis",https://millercenter.org/the-presidency/presidential-speeches/july-25-1961-report-berlin-crisis,"John_F._Kennedy_1961-07-25T13:00:00-04:00_July_25,_1961:_Report_on_the_Berlin_Crisis.json",4086,53,189,12.97,46.26,0.219,Other,False,spoken_era
John F. Kennedy,1961-09-25,1961,"September 25, 1961: Address to the UN General Assembly",https://millercenter.org/the-presidency/presidential-speeches/september-25-1961-address-un-general-assembly,"John_F._Kennedy_1961-09-25T13:00:00-04:00_September_25,_1961:_Address_to_the_UN_General_Assembly.json",4485,19,111,4.24,24.75,0.1462,Other,False,spoken_era
John F. Kennedy,1961-10-12,1961,"October 12, 1961: Address at the University of North Carolina",https://millercenter.org/the-presidency/presidential-speeches/october-12-1961-address-university-north-carolina,"John_F._Kennedy_1961-10-12T13:00:00-04:00_October_12,_1961:_Address_at_the_University_of_North_Carolina.json",1894,19,53,10.03,27.98,0.2639,Other,False,spoken_era
John F. Kennedy,1961-11-11,1961,"November 11, 1961: Remarks at the Veterans Day Ceremony",https://millercenter.org/the-presidency/presidential-speeches/november-11-1961-remarks-veterans-day-ceremony,"John_F._Kennedy_1961-11-11T13:00:00-05:00_November_11,_1961:_Remarks_at_the_Veterans_Day_Ceremony.json",1030,3,37,2.91,35.92,0.075,Other,False,spoken_era
John F. Kennedy,1961-11-16,1961,"November 16, 1961: University of Washington's 100th Anniversary",https://millercenter.org/the-presidency/presidential-speeches/november-16-1961-university-washingtons-100th-anniversary,"John_F._Kennedy_1961-11-16T13:00:00-05:00_November_16,_1961:_University_of_Washington's_100th_Anniversary.json",2099,4,96,1.91,45.74,0.04,Other,False,spoken_era
John F. Kennedy,1961-12-06,1961,"December 6, 1961: Address to the National Association of Manufacturers",https://millercenter.org/the-presidency/presidential-speeches/december-6-1961-address-national-association-manufacturers,"John_F._Kennedy_1961-12-06T13:00:00-05:00_December_6,_1961:_Address_to_the_National_Association_of_Manufacturers.json",6605,76,332,11.51,50.26,0.1863,Other,False,spoken_era
John F. Kennedy,1961-12-07,1961,"December 7, 1961: Address in Miami at the Opening of the AFL-CIO Convention",https://millercenter.org/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,"John_F._Kennedy_1961-12-07T13:00:00-05:00_December_7,_1961:_Address_in_Miami_at_the_Opening_of_the_AFL-CIO_Convention.json",4133,80,157,19.36,37.99,0.3376,Other,False,spoken_era
John F. Kennedy,1961-12-11,1961,"December 11, 1961: Remarks to a U.N. Delegation of Women",https://millercenter.org/the-presidency/presidential-speeches/december-11-1961-remarks-un-delegation-women,"John_F._Kennedy_1961-12-11T13:00:00-05:00_December_11,_1961:_Remarks_to_a_U.N._Delegation_of_Women.json",459,18,12,39.22,26.14,0.6,Other,False,spoken_era
John F. Kennedy,1962-01-11,1962,"January 11, 1962: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-11-1962-state-union-address,"John_F._Kennedy_1962-01-11T13:00:00-05:00_January_11,_1962:_State_of_the_Union_Address.json",6531,47,277,7.2,42.41,0.1451,State of the Union,True,spoken_era
John F. Kennedy,1962-03-23,1962,"March 23, 1962: Address at the University of California, Berkeley",https://millercenter.org/the-presidency/presidential-speeches/march-23-1962-address-university-california-berkeley,"John_F._Kennedy_1962-03-23T13:00:00-05:00_March_23,_1962:_Address_at_the_University_of_California,_Berkeley.json",2263,19,53,8.4,23.42,0.2639,Other,False,spoken_era
John F. Kennedy,1962-06-06,1962,"June 6, 1962: Remarks at West Point",https://millercenter.org/the-presidency/presidential-speeches/june-6-1962-remarks-west-point,"John_F._Kennedy_1962-06-06T13:00:00-04:00_June_6,_1962:_Remarks_at_West_Point.json",2355,35,36,14.86,15.29,0.493,Other,False,spoken_era
John F. Kennedy,1962-06-11,1962,"June 11, 1962: Yale University Commencement",https://millercenter.org/the-presidency/presidential-speeches/june-11-1962-yale-university-commencement,"John_F._Kennedy_1962-06-11T13:00:00-04:00_June_11,_1962:_Yale_University_Commencement.json",3843,61,104,15.87,27.06,0.3697,Other,False,spoken_era
John F. Kennedy,1962-09-12,1962,"September 12, 1962: Address on the Space Effort",https://millercenter.org/the-presidency/presidential-speeches/september-12-1962-address-space-effort,"John_F._Kennedy_1962-09-12T13:00:00-04:00_September_12,_1962:_Address_on_the_Space_Effort.json",2182,19,71,8.71,32.54,0.2111,Other,False,spoken_era
John F. Kennedy,1962-09-30,1962,"September 30, 1962: Address on the Situation at the University of Mississippi",https://millercenter.org/the-presidency/presidential-speeches/september-30-1962-address-situation-university-mississippi,"John_F._Kennedy_1962-09-30T13:00:00-04:00_September_30,_1962:_Address_on_the_Situation_at_the_University_of_Mississippi.json",1131,9,12,7.96,10.61,0.4286,Other,False,spoken_era
John F. Kennedy,1962-10-22,1962,"October 22, 1962: Address on the Buildup of Arms in Cuba",https://millercenter.org/the-presidency/presidential-speeches/october-22-1962-address-buildup-arms-cuba,"John_F._Kennedy_1962-10-22T13:00:00-04:00_October_22,_1962:_Address_on_the_Buildup_of_Arms_in_Cuba.json",2437,25,50,10.26,20.52,0.3333,Other,False,spoken_era
John F. Kennedy,1963-01-14,1963,"January 14, 1963: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-14-1963-state-union-address,"John_F._Kennedy_1963-01-14T13:00:00-05:00_January_14,_1963:_State_of_the_Union_Address.json",5363,27,165,5.03,30.77,0.1406,State of the Union,True,spoken_era
John F. Kennedy,1963-05-18,1963,"May 18, 1963: 90th Anniversary of Vanderbilt University",https://millercenter.org/the-presidency/presidential-speeches/may-18-1963-90th-anniversary-vanderbilt-university,"John_F._Kennedy_1963-05-18T13:00:00-04:00_May_18,_1963:_90th_Anniversary_of_Vanderbilt_University.json",2018,14,32,6.94,15.86,0.3043,Other,False,spoken_era
John F. Kennedy,1963-06-05,1963,"June 5, 1963: Remarks at U.S. Air Force Academy",https://millercenter.org/the-presidency/presidential-speeches/june-5-1963-remarks-us-air-force-academy,"John_F._Kennedy_1963-06-05T13:00:00-04:00_June_5,_1963:_Remarks_at_U.S._Air_Force_Academy.json",2187,14,52,6.4,23.78,0.2121,Other,False,spoken_era
John F. Kennedy,1963-06-10,1963,"June 10, 1963: American University Commencement",https://millercenter.org/the-presidency/presidential-speeches/june-10-1963-american-university-commencement,"John_F._Kennedy_1963-06-10T13:00:00-04:00_June_10,_1963:_American_University_Commencement.json",3438,24,127,6.98,36.94,0.1589,Other,False,spoken_era
John F. Kennedy,1963-06-11,1963,"June 11, 1963: Address on Civil Rights",https://millercenter.org/the-presidency/presidential-speeches/june-11-1963-address-civil-rights,"John_F._Kennedy_1963-06-11T13:00:00-04:00_June_11,_1963:_Address_on_Civil_Rights.json",1984,17,40,8.57,20.16,0.2982,Other,False,spoken_era
John F. Kennedy,1963-06-26,1963,"June 26, 1963: ""Ich bin ein Berliner"" Speech",https://millercenter.org/the-presidency/presidential-speeches/june-26-1963-ich-bin-ein-berliner-speech,"John_F._Kennedy_1963-06-26T13:00:00-04:00_June_26,_1963:_""Ich_bin_ein_Berliner""_Speech.json",671,12,8,17.88,11.92,0.6,Other,False,spoken_era
